,X,A2,A3,A5,A7,A8,B3,Age,B7,B9,B11,B12,C2,C12,E2_9group,E4_21group,E6,E7,E9,E10,E13,E13_1,E14_1,E14_2,E14_Result,E16,E17,E22,E23,E24,G1_1,G1_2,Weights_1,WeightsCalib_1,Weights_Year,WeightsCalib_Year,resident,nonresident,LR_WAP,LF,PNLF,empj,underemployed,iempj,emsj,iemsj,LU1_unemployed,LU2_combined,LU3_potential,LU4_composite,long_term_unemployed
2370,2370,5,2,2,3,3,2,53,7,2,2,5,1,1,6,1,1,4,3,3,1,2,60000,40000,5,4,2,1,7,2,28,0,NA,NA,55.5023556098412,84.4397795214427,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2372,2372,6,2,2,6,5,1,33,5,2,2,5,1,1,7,7,1,4,3,3,1,1,120000,0,1,4,1,1,7,1,56,0,NA,NA,55.5023556098412,84.4397795214427,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2381,2381,9,2,2,5,5,1,33,5,2,2,5,1,1,6,1,1,4,3,3,1,3,4E+05,0,1,4,1,1,7,1,56,0,NA,NA,55.5023556098412,84.4397795214427,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2383,2383,10,2,2,4,2,1,44,4,2,2,5,1,1,9,1,1,4,3,3,1,2,2E+05,0,1,4,1,1,7,1,56,21,NA,NA,55.5023556098412,84.4397795214427,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
2394,2394,2,3,1,5,5,2,20,5,2,2,5,1,1,5,19,2,4,3,3,1,1,10000,0,1,1,1,1,5,2,12,0,NA,NA,67.4322934521769,88.7201418250907,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2397,2397,9,3,1,4,3,1,60,5,2,3,5,1,1,1,7,2,4,1,3,1,2,2E+05,0,1,4,1,1,4,1,60,0,NA,NA,67.4322934521769,88.7201418250907,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2410,2410,8,3,1,6,4,1,57,6,2,2,2,1,1,8,8,3,4,3,3,1,1,25000,0,1,2,1,1,5,2,20,0,NA,NA,66.8192726026116,119.782946119319,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2411,2411,10,3,1,5,3,1,50,5,2,2,5,1,1,7,3,3,4,3,3,1,1,150000,0,1,3,1,1,7,1,80,0,NA,NA,66.8192726026116,119.782946119319,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2416,2416,2,3,2,4,4,1,49,5,2,2,3,1,1,6,1,1,4,3,3,1,2,0,3000,2,4,1,1,7,1,45,0,NA,NA,91.5714761746085,78.6558261292776,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2418,2418,3,3,2,6,5,1,65,5,2,2,2,1,1,6,1,1,4,3,3,1,4,1E+05,55000,5,4,1,1,7,1,55,0,NA,NA,91.5714761746085,78.6558261292776,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2422,2422,6,3,2,2,2,1,52,5,2,2,5,1,1,6,1,1,4,3,3,1,2,30000,20000,5,4,1,1,7,1,60,0,NA,NA,91.5714761746085,78.6558261292776,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2423,2423,6,3,2,2,2,2,50,6,2,2,5,1,1,6,1,1,4,3,3,1,2,25000,15000,5,4,1,1,7,1,50,0,NA,NA,91.5714761746085,78.6558261292776,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2424,2424,7,3,2,6,4,1,63,5,2,2,3,1,1,6,1,1,4,3,3,1,3,60000,30000,5,4,1,1,7,1,60,0,NA,NA,91.5714761746085,78.6558261292776,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2427,2427,8,3,2,8,4,1,68,7,2,2,5,1,1,6,1,1,4,3,3,1,2,50000,35000,5,4,2,1,7,1,60,0,NA,NA,91.5714761746085,78.6558261292776,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2430,2430,9,3,2,5,4,1,48,5,2,2,5,1,1,6,1,1,4,3,3,1,2,3E+05,0,1,5,1,1,7,2,28,0,NA,NA,91.5714761746085,78.6558261292776,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2435,2435,11,3,2,6,4,2,60,5,2,2,5,1,1,6,1,1,4,3,3,1,3,0,4500,2,4,1,1,7,1,46,0,NA,NA,91.5714761746085,78.6558261292776,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2437,2437,1,3,2,2,2,2,70,3,2,3,2,1,1,6,1,1,4,3,3,1,2,0,4500,2,4,1,1,7,2,8,0,NA,NA,93.0249916694435,91.6685552681251,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2446,2446,5,3,2,5,5,1,21,7,1,1,5,1,1,6,1,1,4,3,3,1,2,0,5000,2,4,2,1,7,2,32,0,NA,NA,93.0249916694435,91.6685552681251,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
2449,2449,7,3,2,10,6,2,51,5,2,2,5,1,1,6,1,1,4,3,3,1,2,0,3500,2,4,1,1,7,2,30,0,NA,NA,93.0249916694435,91.6685552681251,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
2456,2456,9,3,2,4,2,2,31,5,2,2,5,1,1,6,1,1,4,3,3,1,2,0,3000,2,4,1,4,7,2,20,10,NA,NA,93.0249916694435,91.6685552681251,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
2457,2457,10,3,2,3,3,2,58,5,2,2,5,1,1,6,1,1,4,3,3,1,2,0,5000,2,4,1,1,7,1,50,0,NA,NA,93.0249916694435,91.6685552681251,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2459,2459,11,3,2,5,4,2,38,6,2,2,5,1,1,6,1,1,4,3,3,1,2,25000,2000,5,4,2,1,7,1,46,0,NA,NA,93.0249916694435,91.6685552681251,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2476,2476,10,3,2,7,4,1,35,5,2,2,5,1,1,8,8,3,4,3,3,1,1,80000,0,1,4,1,1,4,1,50,0,NA,NA,88.6644451849384,123.623793395823,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2486,2486,4,3,2,7,5,1,68,4,2,2,5,1,1,6,1,1,4,3,3,1,3,150000,0,1,4,1,1,7,1,45,0,NA,NA,85.7574141952682,64.0368407366059,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2510,2510,8,4,1,6,5,1,30,8,2,2,5,1,1,1,3,2,3,1,3,1,3,150000,0,1,4,1,1,6,1,40,0,NA,NA,58.2207863761583,26.5858458078746,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2514,2514,1,4,1,3,2,2,25,5,2,2,5,1,1,5,7,2,4,1,3,1,1,20000,0,1,4,1,1,7,1,48,0,NA,NA,80.7961933383421,10.2966517024074,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2522,2522,11,4,1,5,3,2,62,5,2,3,5,1,1,5,7,2,4,1,3,1,1,50000,0,1,4,1,1,6,1,40,0,NA,NA,80.7961933383421,10.2966517024074,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2535,2535,5,4,2,7,7,1,61,5,2,2,5,1,1,6,1,1,4,3,3,1,5,40000,0,1,4,1,1,7,1,35,0,NA,NA,145.358820954327,84.2515324733085,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2537,2537,5,4,2,7,7,2,36,5,2,1,5,1,1,6,1,1,4,3,3,1,5,40000,0,1,4,1,1,7,1,35,0,NA,NA,145.358820954327,84.2515324733085,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2558,2558,3,4,2,4,4,2,70,5,2,3,5,1,1,6,1,1,4,3,3,1,4,30000,2000,5,7,1,1,7,1,35,0,NA,NA,145.358820954327,242.313717046586,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2559,2559,3,4,2,4,4,1,51,8,2,2,5,1,1,6,1,1,4,3,3,1,4,30000,2000,5,7,2,1,7,1,35,0,NA,NA,145.358820954327,242.313717046586,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
2561,2561,3,4,2,4,4,1,26,8,2,1,5,1,1,6,1,1,4,3,3,1,4,30000,2000,5,7,2,1,7,2,28,0,NA,NA,145.358820954327,242.313717046586,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
2578,2578,8,4,2,5,5,2,41,7,2,2,5,1,1,6,1,1,4,3,3,1,5,450000,0,1,7,1,1,7,2,28,0,NA,NA,145.358820954327,242.313717046586,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2579,2579,8,4,2,5,5,1,21,5,2,1,5,1,1,6,1,1,4,3,3,1,5,450000,0,1,7,1,1,7,2,21,0,NA,NA,145.358820954327,242.313717046586,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
2580,2580,8,4,2,5,5,2,20,5,2,1,5,1,1,6,1,1,4,3,3,1,5,45000,0,1,7,1,1,7,2,7,0,NA,NA,145.358820954327,242.313717046586,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
2582,2582,9,4,2,5,4,2,46,7,2,2,5,1,1,6,1,1,4,3,3,1,3,2E+05,0,1,7,1,1,7,2,28,0,NA,NA,145.358820954327,242.313717046586,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2584,2584,9,4,2,5,4,2,22,5,1,1,5,1,1,6,1,1,4,3,3,1,3,2E+05,0,1,7,1,1,7,2,21,0,NA,NA,145.358820954327,242.313717046586,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
2589,2589,11,4,2,5,3,2,39,5,2,2,5,1,1,6,1,1,4,3,3,1,2,2E+05,0,1,7,1,1,7,1,35,0,NA,NA,145.358820954327,242.313717046586,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2591,2591,1,5,1,5,5,2,50,7,2,2,5,1,1,5,7,2,4,1,3,1,1,40000,0,1,4,1,1,2,1,60,0,NA,NA,51.8012864214364,49.3814678281524,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2593,2593,5,5,1,5,4,2,42,4,2,2,5,1,1,6,1,2,4,3,3,1,2,0,10000,2,4,1,1,7,2,20,0,NA,NA,51.8012864214364,49.3814678281524,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2594,2594,5,5,1,5,4,2,62,3,2,2,5,1,1,6,1,2,4,3,3,1,2,0,10000,2,4,1,1,7,2,20,0,NA,NA,51.8012864214364,49.3814678281524,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2598,2598,11,5,1,2,2,1,60,5,2,2,5,1,1,7,6,1,4,3,3,1,3,70000,0,1,3,1,1,7,1,48,0,NA,NA,51.8012864214364,49.3814678281524,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2601,2601,5,5,1,3,3,1,58,7,2,2,5,1,1,5,7,2,4,1,3,1,1,70000,0,1,4,1,1,7,1,60,0,NA,NA,56.1180602898894,33.5092465763955,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2616,2616,6,5,1,2,2,1,57,5,2,2,2,1,1,6,1,2,4,3,3,1,2,0,20000,2,4,1,1,7,2,30,0,NA,NA,33.3008269852091,26.8475900431231,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2617,2617,6,5,1,2,2,2,57,5,2,2,5,1,1,6,1,2,4,3,3,1,2,0,20000,2,4,1,1,7,2,20,0,NA,NA,33.3008269852091,26.8475900431231,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2619,2619,9,5,1,5,4,1,50,4,2,2,5,1,1,6,1,2,4,3,3,1,4,0,30000,2,4,1,1,7,1,48,20,NA,NA,33.3008269852091,26.8475900431231,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
2620,2620,9,5,1,5,4,2,43,7,2,2,5,1,1,6,1,2,4,3,3,1,4,0,30000,2,4,1,1,7,1,48,20,NA,NA,33.3008269852091,26.8475900431231,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
2621,2621,9,5,1,5,4,1,24,5,2,1,5,1,1,6,1,2,4,3,3,1,4,0,30000,2,4,1,1,7,1,48,20,NA,NA,33.3008269852091,26.8475900431231,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
2627,2627,2,5,2,6,4,1,47,5,2,2,5,1,1,6,1,1,4,3,3,2,NA,0,1E+05,2,4,1,1,7,2,30,0,NA,NA,243.68931741659,171.833187175433,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2628,2628,2,5,2,6,4,2,40,5,2,2,5,1,1,6,1,1,4,3,3,2,NA,0,1E+05,2,4,1,1,7,2,20,0,NA,NA,243.68931741659,171.833187175433,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2629,2629,3,5,2,6,4,1,66,5,2,2,5,1,1,6,1,1,4,3,3,1,3,10000,0,1,4,1,1,7,1,36,0,NA,NA,243.68931741659,171.833187175433,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2630,2630,3,5,2,6,4,2,63,5,2,2,5,1,1,6,1,1,4,3,3,1,3,10000,0,1,4,1,1,7,2,30,0,NA,NA,243.68931741659,171.833187175433,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2631,2631,3,5,2,6,4,1,36,5,2,2,5,1,1,6,1,1,4,3,3,1,3,10000,0,1,4,1,1,7,1,36,0,NA,NA,243.68931741659,171.833187175433,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2636,2636,7,5,2,2,2,1,64,5,2,2,5,1,1,6,1,1,4,3,3,1,2,15000,5000,5,4,1,1,7,2,25,15,NA,NA,243.68931741659,171.833187175433,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
2637,2637,7,5,2,2,2,2,59,5,2,2,5,1,1,6,1,1,4,3,3,1,2,15000,5000,5,4,1,1,7,2,20,20,NA,NA,243.68931741659,171.833187175433,1,NA,1,1,NA,1,NA,1,1,1,NA,NA,NA,NA,NA
2638,2638,8,5,2,6,6,1,48,4,2,2,5,1,1,9,19,1,4,3,3,1,4,0,15000,2,4,1,1,7,2,30,0,NA,NA,243.68931741659,171.833187175433,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2639,2639,8,5,2,6,6,2,52,5,2,2,5,1,1,6,1,1,4,3,3,1,4,0,15000,2,4,1,1,7,2,30,0,NA,NA,243.68931741659,171.833187175433,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2640,2640,8,5,2,6,6,1,24,4,2,1,5,1,1,6,1,1,4,3,3,1,4,0,15000,2,4,1,1,7,2,30,0,NA,NA,243.68931741659,171.833187175433,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2641,2641,8,5,2,6,6,1,22,4,2,1,5,1,1,6,1,1,4,3,3,1,4,0,15000,2,4,1,1,7,2,30,0,NA,NA,243.68931741659,171.833187175433,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2648,2648,6,6,1,4,3,1,55,5,2,2,5,1,1,8,8,2,4,1,3,1,1,80000,0,1,4,1,1,7,1,42,0,NA,NA,85.5049588520785,22.1423842833547,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2652,2652,1,6,1,4,3,1,50,10,2,2,5,1,1,5,7,2,4,1,3,1,1,120000,0,1,4,2,1,7,1,52,0,NA,NA,80.6467225536649,67.9049263569555,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2658,2658,10,6,1,3,2,2,21,5,2,2,5,1,1,5,19,2,4,3,3,1,1,15000,0,1,4,1,1,5,2,16,0,NA,NA,80.6467225536649,67.9049263569555,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2669,2669,11,6,1,2,2,1,63,5,2,2,5,1,1,7,7,2,4,1,3,1,1,120000,0,1,4,1,1,7,1,48,0,NA,NA,100.079667747319,88.6471112559775,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2670,2670,1,6,2,3,2,1,43,5,2,2,5,1,1,8,8,1,4,3,3,1,1,40000,0,1,4,1,1,5,1,35,0,NA,NA,59.6891191709845,28.1780778972006,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
2671,2671,2,6,2,6,4,1,66,10,2,2,5,1,1,6,1,1,4,1,3,1,2,250000,0,1,4,2,1,7,1,50,0,NA,NA,59.6891191709845,28.1780778972006,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2673,2673,2,6,2,6,4,1,42,10,2,2,5,1,1,5,7,1,4,1,3,1,2,150000,0,1,4,2,1,6,1,48,0,NA,NA,59.6891191709845,28.1780778972006,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2686,2686,1,6,2,4,4,2,44,5,2,2,5,1,1,6,1,1,4,3,3,1,1,39000,20000,5,4,1,1,7,1,38,0,NA,NA,67.6476683937824,39.232426750983,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2687,2687,3,6,2,3,2,1,37,4,2,2,5,1,1,6,1,1,4,3,3,1,2,54000,0,1,4,1,1,7,1,38,0,NA,NA,67.6476683937824,39.232426750983,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2688,2688,3,6,2,3,2,2,34,5,2,2,5,1,1,6,1,1,4,3,3,1,2,0,18000,2,4,1,1,7,2,16,0,NA,NA,67.6476683937824,39.232426750983,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2690,2690,4,6,2,6,4,2,64,5,2,2,5,1,1,6,1,1,4,3,3,1,2,60000,7500,5,4,1,1,7,2,30,0,NA,NA,67.6476683937824,39.232426750983,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2691,2691,5,6,2,5,4,2,43,5,2,2,5,1,1,6,1,1,4,3,3,1,2,45000,15000,5,4,1,1,7,1,35,0,NA,NA,67.6476683937824,39.232426750983,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2694,2694,10,6,2,2,2,2,66,7,2,2,5,1,1,6,1,1,4,3,3,1,1,48000,12000,5,4,1,1,7,2,28,0,NA,NA,67.6476683937824,39.232426750983,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2750,2750,5,8,1,10,7,1,26,5,2,2,5,1,1,3,13,2,4,3,3,1,1,30000,0,1,4,1,1,7,2,20,0,NA,NA,152.168545243864,223.827558069243,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
2764,2764,5,8,2,6,5,2,34,5,2,2,5,1,1,6,1,1,4,3,3,1,1,18000,0,1,4,1,1,7,1,35,0,NA,NA,109.588023626859,107.304687738615,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2766,2766,10,8,2,5,4,1,65,5,2,2,5,1,1,6,1,1,4,3,3,1,2,54000,0,1,4,1,1,7,1,35,0,NA,NA,109.588023626859,107.304687738615,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2769,2769,11,8,2,2,2,1,34,8,2,1,5,1,1,7,6,2,4,3,3,1,1,3E+05,0,1,4,1,1,7,1,48,0,NA,NA,109.588023626859,107.304687738615,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2770,2770,1,8,2,5,4,2,49,5,2,2,5,1,1,6,1,1,4,3,3,1,1,0,30000,2,4,1,1,7,1,35,0,NA,NA,98.4434788512458,155.563404658664,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2771,2771,1,8,2,5,4,1,27,5,2,1,5,1,1,7,7,1,4,3,3,1,1,60000,0,1,4,1,1,4,2,20,0,NA,NA,98.4434788512458,155.563404658664,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2773,2773,3,8,2,5,5,2,50,6,2,2,5,1,1,6,1,1,4,3,3,1,1,18000,7000,5,4,1,1,7,1,35,0,NA,NA,98.4434788512458,155.563404658664,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2807,2807,2,9,2,6,4,1,39,7,2,1,5,1,1,3,18,1,4,3,3,1,3,50000,0,1,4,1,1,7,2,30,0,NA,NA,43.75,54.2001957789616,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2810,2810,4,9,2,4,4,2,55,7,2,2,5,1,1,6,1,1,4,3,3,1,2,70000,0,1,4,2,1,7,2,15,0,NA,NA,43.75,54.2001957789616,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2811,2811,7,9,2,7,5,2,67,5,2,2,3,1,1,6,1,1,4,3,3,1,4,1E+05,0,1,4,1,1,7,2,20,0,NA,NA,43.75,54.2001957789616,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2813,2813,7,9,2,7,5,2,42,8,2,2,5,1,1,6,1,1,4,3,3,1,4,90000,0,1,4,2,1,7,1,40,0,NA,NA,43.75,54.2001957789616,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2815,2815,10,9,2,9,6,2,52,5,2,2,5,1,1,6,1,1,4,3,3,1,4,50000,0,1,4,1,1,7,1,50,0,NA,NA,43.75,54.2001957789616,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2816,2816,10,9,2,9,6,2,29,6,2,1,5,1,1,5,19,1,4,3,3,1,1,80000,0,1,4,1,1,7,1,50,0,NA,NA,43.75,54.2001957789616,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2817,2817,10,9,2,9,6,1,28,6,2,1,5,1,1,6,1,1,4,3,3,1,4,55000,0,1,4,1,1,7,2,20,0,NA,NA,43.75,54.2001957789616,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2818,2818,11,9,2,6,4,1,32,6,2,2,5,1,1,8,8,2,4,3,3,1,1,5E+05,0,1,4,1,1,6,1,40,0,NA,NA,43.75,54.2001957789616,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2820,2820,11,9,2,6,4,2,64,7,2,2,5,1,1,6,1,1,4,3,3,1,2,3E+05,0,1,6,2,1,7,2,20,0,NA,NA,43.75,54.2001957789616,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2821,2821,1,9,2,2,1,2,67,6,2,2,5,1,1,5,7,1,4,1,3,1,1,55000,0,1,4,1,1,7,1,40,15,NA,NA,59.6590909090909,9.40939984378929,1,NA,1,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA
2822,2822,3,9,2,4,4,1,50,6,2,2,5,1,1,6,1,1,4,3,3,1,2,250000,0,1,5,1,1,7,2,25,0,NA,NA,59.6590909090909,9.40939984378929,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2823,2823,3,9,2,4,4,2,42,5,2,2,5,1,1,6,1,1,4,3,3,1,2,150000,0,1,5,1,1,7,2,20,0,NA,NA,59.6590909090909,9.40939984378929,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2825,2825,5,9,2,6,5,1,46,6,2,1,5,1,1,6,1,1,4,3,3,1,2,2E+05,0,1,5,2,1,6,2,30,0,NA,NA,59.6590909090909,9.40939984378929,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2826,2826,5,9,2,6,5,1,21,7,2,2,5,1,1,6,1,1,4,3,3,1,2,2E+05,0,1,5,2,1,4,2,25,0,NA,NA,59.6590909090909,9.40939984378929,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2829,2829,7,9,2,1,1,1,70,6,2,3,2,1,1,6,1,1,4,3,3,1,1,3E+05,0,1,5,1,1,7,2,25,0,NA,NA,59.6590909090909,9.40939984378929,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2831,2831,8,9,2,6,2,2,33,5,2,2,5,1,1,6,1,1,4,3,3,1,2,25000,0,1,4,1,1,7,2,30,0,NA,NA,59.6590909090909,9.40939984378929,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2832,2832,9,9,2,6,4,1,68,6,2,3,5,1,1,6,1,1,4,3,3,1,1,3E+05,0,1,5,1,1,7,2,20,0,NA,NA,59.6590909090909,9.40939984378929,1,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,1,NA
2854,2854,3,10,2,5,4,1,53,7,2,2,5,1,1,8,1,1,4,3,3,1,1,2E+05,0,1,4,1,1,7,1,40,0,NA,NA,44.704219848919,44.0631345248994,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2871,2871,9,10,2,5,4,1,51,7,2,2,5,1,1,6,1,1,4,3,3,1,1,25000,8000,5,4,1,1,7,2,30,0,NA,NA,26.3640270903881,15.5360341653432,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2900,2900,4,11,1,3,3,2,46,5,2,2,5,1,1,5,7,2,4,1,3,1,2,80000,0,1,4,1,1,7,1,60,0,NA,NA,45.1080332409972,82.6574620765314,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2911,2911,1,11,2,5,5,2,74,4,2,3,5,1,1,6,1,1,4,3,3,1,3,39000,0,1,4,1,1,7,1,36,0,NA,NA,192.706623016872,19.3000000000702,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2912,2912,1,11,2,5,5,1,50,4,2,2,5,1,1,6,1,1,4,3,3,1,3,150000,0,1,6,1,1,7,1,42,0,NA,NA,192.706623016872,19.3000000000702,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2921,2921,7,1,1,6,4,1,35,9,2,2,5,1,1,5,7,2,4,1,3,7,NA,2E+05,0,1,4,2,1,7,1,54,0,NA,NA,198.104634708053,175.693187267729,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2925,2925,11,1,1,6,5,1,28,8,2,2,5,1,1,7,6,2,4,3,3,1,1,3E+05,0,1,4,2,1,7,1,72,0,NA,NA,198.104634708053,175.693187267729,1,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
2928,2928,2,1,1,3,3,1,63,10,2,2,5,1,1,2,18,2,4,1,3,1,2,1E+05,0,1,4,1,1,7,2,30,0,NA,NA,238.227092370444,23.8000000000003,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2929,2929,2,1,1,3,3,2,23,8,2,1,5,1,1,2,18,2,4,1,3,1,2,75000,0,1,4,1,1,5,2,25,0,NA,NA,238.227092370444,23.8000000000003,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
